Via,Sensor,Média,Desvio Padrão,Variância,Mínimo,Máximo,Range
Rua/Asfalto,Aceleração Linear,0.38150063466768264,0.38225323972522984,0.14611753928043406,0.0022132078093693,4.313988691262963,4.3117754834535935
Rua/Asfalto,Aceleração X,-14.335457775488498,224.3238045308627,50321.169279200694,-9375.0,4.870050430297852,9379.870050430298
Rua/Asfalto,Aceleração Y,-3.0283554793432494,67.42187113910855,4545.708707898559,-4875.0,15.406050682067873,4890.406050682068
Cimento Pavimentado,Aceleração Linear,0.2882725054363306,0.2596503574807192,0.06741830813986525,0.0048495110737258,2.631976076829013,2.627126565755287
Cimento Pavimentado,Aceleração X,6.351639401322651,4.081793388654146,16.661037267660703,-0.9810000658035278,15.414000511169434,16.39500057697296
Cimento Pavimentado,Aceleração Y,-6.07478650245455,175.17458997592948,30686.13697323501,-4875.0,7.284000396728516,4882.2840003967285
Terra Batida,Aceleração Linear,0.5866560365911411,0.6081858260089948,0.36988999895824337,0.0039840157482169,5.113836271443661,5.109852255695444
Terra Batida,Aceleração X,13.013281045388366,302.93149380889497,91767.48994128857,-11.692950248718262,19875.0,19886.69295024872
Terra Batida,Aceleração Y,-1.498371966372719,3.5717768987812604,12.757590214667477,-28.930952072143555,19.5,48.430952072143555
