relative_time,LinearAccelerometerSensor,AccX,AccY
753,,,5.722950458526611
757,,0.5719500184059143,5.640000343322754
758,0.1402005638335865,,
763,,0.5749500393867493,5.587050437927246
768,,0.5389500260353088,5.553000450134277
769,,,
772,,0.505050003528595,5.527050495147705
777,,,
778,0.10989970557078586,0.5290500521659851,5.584050178527832
785,,0.5890500545501709,
786,,,5.746950149536133
791,,0.6799500584602356,6.078000068664551
792,,0.8860500454902649,
793,,,6.298050403594971
798,0.055896803680737406,1.3240500688552856,6.262050151824951
802,,1.3140000104904175,5.8720502853393555
803,,,
811,,0.9550500512123108,5.356950283050537
812,,0.7300500273704529,
814,,,5.134050369262695
817,,0.6060000061988831,
818,0.1643466135632567,,5.326050281524658
822,,0.49995002150535583,
823,,,5.698950290679932
827,,0.25095000863075256,
828,,,
829,,,6.264000415802002
833,,-0.032999999821186066,
834,,,6.985050201416016
836,,,
838,,0.09300000220537186,
839,0.09245735330729855,,7.27500057220459
847,,0.5149500370025635,7.038000106811523
848,,0.8260500431060791,6.508950233459473
855,,0.843000054359436,6.025050163269043
857,,0.675000011920929,
858,0.13949364305952994,,5.671050071716309
862,,0.6439500451087952,
863,,,5.508000373840332
867,,0.7300500273704529,
868,,,5.5410003662109375
876,,0.8190000653266907,5.662950038909912
877,,,
878,0.09043728135358668,0.843000054359436,5.788050174713135
883,,0.7950000166893005,5.865000247955322
889,,0.8119500279426575,5.788050174713135
894,,0.7729500532150269,5.7109503746032715
895,,,
899,0.09253693601935473,0.7060500383377075,5.659050464630127
901,,,
903,,0.6010500192642212,5.695050239562988
908,,0.4759500324726105,5.75700044631958
913,,0.41895002126693726,5.82105016708374
921,0.1447770245670536,0.48600003123283386,5.94795036315918
924,,0.5650500059127808,
925,,,6.043950080871582
928,,0.6490500569343567,
929,,,6.127950191497803
933,,0.7540500164031982,6.208950519561768
942,0.07352140292955191,0.7180500626564026,6.223950386047363
949,,0.6630000472068787,6.187950134277344
950,,,
975,,0.6700500249862671,
976,,0.6820500493049622,6.1210503578186035
977,0.05616294511980128,,6.025050163269043
984,0.09964919229428694,0.7210500240325928,5.94795036315918
988,,0.7660500407218933,5.962950229644775
993,,0.39000001549720764,6.082050323486328
1001,0.07421994835739414,0.7159500122070312,5.938950061798096
1004,,1.111050009727478,5.854950428009033
1009,,1.0870500802993774,5.938950061798096
1010,,,
1013,,1.1010000705718994,
1014,,,6.055950164794922
1016,,,
1018,,1.152000069618225,6.1810503005981445
1019,0.043703682523672245,,
1023,,1.128000020980835,
1024,,,6.295950412750244
1029,,1.1320500373840332,
1030,,,6.424950122833252
1034,,1.2190500497817993,6.535050392150879
1038,,1.3069500923156738,6.681000232696533
1039,0.08251515777555297,,
1044,,1.4269500970840454,
1045,,,6.694950103759766
1052,,1.3720500469207764,
1053,,1.0290000438690186,6.89400053024292
1054,,,6.682950496673584
1059,0.11095963948922236,0.89805006980896,6.166050434112549
1064,,1.2280501127243042,
1065,,,6.087000370025635
1069,,1.3480501174926758,6.1020002365112305
1074,,1.1610000133514404,6.073050498962402
1076,,,
1079,,0.9889500737190247,
1080,0.08817384439946285,,6.12600040435791
1085,,0.9550500512123108,6.23805046081543
1089,,0.8710500597953796,
1090,,,6.279000282287598
1096,,0.8830500245094299,6.322050094604492
1099,0.06012408632126481,0.9379500150680542,6.379050254821777
1104,,0.9100500345230103,
1105,,,6.348000526428223
1109,,0.8520000576972961,
1110,,,6.193050384521484
1114,,0.8239500522613525,5.994000434875488
1119,,0.8239500522613525,
1120,0.050874878235180346,,5.922000408172607
1124,,0.7900500297546387,5.922000408172607
1129,,0.7920000553131104,5.968050479888916
1135,,0.8670000433921814,5.926950454711914
1137,,,
1139,,1.4080500602722168,5.401950359344482
1140,0.04560594497203305,,
1144,,1.0339500904083252,
1145,,,5.6419501304626465
1150,,0.7900500297546387,5.910000324249268
1154,,0.7639500498771667,
1155,,,6.051000118255615
1159,,0.6850500106811523,
1160,0.0548901125441209,,6.274050235748291
1164,,0.6769500374794006,
1165,,,6.360000133514404
1169,,0.6079500317573547,6.370050430297852
1176,,0.5749500393867493,6.352950096130371
1179,,0.661050021648407,6.252000331878662
1180,0.06357638872489382,,
1188,,0.7279500365257263,6.157050132751465
1189,,0.6180000305175781,
1190,,,6.229050159454346
1196,,0.534000039100647,6.274050235748291
1200,0.08460520944969936,0.598050057888031,
1201,,,6.21405029296875
1205,,0.5959500074386597,6.172950267791748
1211,,0.673050045967102,
1212,,,6.127950191497803
1214,,0.6799500584602356,
1215,,,6.054000377655029
1223,,0.687000036239624,6.055950164794922
1224,0.10301457004999244,,
1225,,0.700950026512146,
1226,,,6.097050189971924
1230,,0.7060500383377075,6.166050434112549
1235,,0.6919500231742859,6.276000499725342
1240,,0.6940500140190125,
1241,0.07880385028881863,,6.30495023727417
1245,,0.7330500483512878,6.23805046081543
1251,,0.742050051689148,6.145050525665283
1255,,0.7680000066757202,6.055950164794922
1256,,,
1260,0.03487160473792402,0.8380500674247742,6.022950172424316
1265,,0.8670000433921814,6.049050331115723
1270,,0.9150000214576721,6.1210503578186035
1275,,0.9580500721931458,
1276,,,6.166050434112549
1280,,0.9259500503540039,6.205050468444824
1281,0.04866702684011036,,
1285,,0.9340500235557556,
1286,,,6.178050518035889
1290,,0.9169500470161438,
1291,,,6.166050434112549
1295,,0.9649500250816345,
1296,,,6.142050266265869
1302,,1.051050066947937,
1303,0.0342896497812604,,5.944050312042236
1305,,1.1040000915527344,
1306,,,5.836050510406494
1310,,1.1010000705718994,5.908050060272217
1315,,0.5670000314712524,6.235950469970703
1320,,1.1179500818252563,
1321,0.09838218288936579,,6.240000247955322
1328,,1.2880500555038452,6.21405029296875
1331,,1.225950002670288,
1332,,,6.433950424194336
1342,,1.2570000886917114,6.478050231933594
1343,0.0849973474511172,,
1354,,1.429050087928772,6.157050132751465
1358,,1.5150001049041748,6.415050506591797
1366,,1.4170501232147217,
1367,0.13620130848961495,,6.472950458526611
1381,,1.2430500984191895,
1382,,,6.420000076293945
1383,0.18817642507078106,,
1385,,1.1179500818252563,
1386,,,6.468000411987305
1391,,1.1040000915527344,6.484950542449951
1396,,1.1400001049041748,
1398,,,6.552000522613525
1402,0.12101875567096117,1.0459500551223755,6.621000289916992
1406,,0.9550500512123108,
1407,,,6.547050476074219
1415,,0.8689500689506531,
1416,,,6.463050365447998
1417,,1.0009500980377197,6.21405029296875
1421,,2.770050048828125,3.9970502853393555
1422,0.08371583844593794,,
1427,,1.2190500497817993,4.758000373840332
1431,,0.742050051689148,
1432,,,5.464950084686279
1443,,0.9310500621795654,
1444,,0.8830500245094299,6.090000152587891
1445,0.06879313318792736,,
1446,,0.7780500650405884,6.925050258636475
1453,,1.1560500860214233,7.129050254821777
1454,,,
1457,,0.8329500555992126,7.074000358581543
1461,0.1361160823551862,0.5430000424385071,7.030950546264648
1466,,0.8190000653266907,7.105050563812256
1473,,0.9820500612258911,7.228950500488281
1477,,0.8710500597953796,
1478,,,7.189050197601318
1481,,0.9739500284194946,6.916050434112549
1482,0.16955067659516979,,
1486,,1.0530000925064087,6.564000129699707
1491,,0.9910500645637512,6.331050395965576
1497,,0.9580500721931458,6.3100504875183105
1501,,,
1503,,,
1504,0.05930402130292484,1.0270500183105469,6.430050373077393
1507,,1.068000078201294,
1508,,,6.549000263214111
1511,,1.0630500316619873,6.631050109863281
1516,,1.0410000085830688,
1517,,,6.640050411224365
1522,,1.0440000295639038,6.5590500831604
1523,0.14355933901977486,,
1526,,1.1130000352859497,
1527,,,6.5209503173828125
1532,,1.1590501070022583,6.552000522613525
1536,,1.1640000343322754,
1537,,,6.5590500831604
1541,0.10679993920859158,,
1542,,1.2330000400543213,6.588000297546387
1547,,1.321950078010559,6.544950485229492
1552,,1.4530500173568726,6.418050289154053
1558,,1.4580000638961792,
1559,,,6.31695032119751
1566,0.056372028266557336,1.4220000505447388,6.207000255584717
1572,,1.5130500793457031,6.22605037689209
1573,,,
1578,,1.5510001182556152,6.3670501708984375
1582,,1.5180001258850098,6.433950424194336
1583,0.12282758048096633,,
1587,,1.546950101852417,
1588,,,6.384000301361084
1592,,1.5510001182556152,6.343050479888916
1597,,1.5679501295089722,6.339000225067139
1604,0.09877448718457545,1.741050124168396,6.274050235748291
1607,,1.7569501399993896,6.319950103759766
1612,,1.50600004196167,6.244950294494629
1616,,,
1617,,1.4719500541687012,6.324000358581543
1622,0.11875364900303079,1.4959501028060913,6.505950450897217
1627,,1.5390000343322754,6.712050437927246
1632,,1.5829501152038574,
1633,,,6.87000036239624
1637,,1.4959501028060913,
1638,,,6.844050407409668
1642,,1.4650501012802124,6.76200008392334
1643,0.12549890851689827,,
1647,,1.5660001039505005,
1648,,,6.700050354003906
1652,,1.5660001039505005,6.648000240325928
1653,,,
1657,,1.50600004196167,
1658,,,6.645000457763672
1667,0.12200041486374483,1.50600004196167,6.750000476837158
1668,,,6.877050399780273
1672,,1.5390000343322754,6.970950126647949
1677,,,
1680,,1.64205002784729,
1681,,,6.979950428009033
1685,0.0876508780735614,1.659000039100647,7.098000526428223
1687,,2.0179500579833984,
1688,,,6.958950519561768
1692,,2.4090001583099365,
1693,,,6.76200008392334
1697,,2.7940502166748047,
1698,,,6.50100040435791
1704,0.13654036464726146,3.0739500522613525,6.250050067901611
1707,,3.1560001373291016,
1708,,,6.037050247192383
1712,,3.1120500564575195,
1713,,,5.860050201416016
1718,,2.9419500827789307,5.761950492858887
1723,0.17981319592168518,,
1724,,2.701050043106079,5.797950267791748
1730,,2.470950126647949,5.842950344085693
1733,,2.2549500465393066,5.995950222015381
1737,,1.8960001468658447,6.243000507354736
1742,0.10328912246179539,,
1743,,1.2739500999450684,6.8460001945495605
1748,,0.6370500326156616,7.480950355529785
1753,,0.30195000767707825,7.900050163269043
1758,,0.226950004696846,7.9960503578186035
1763,,0.3520500063896179,7.729950428009033
1764,0.24598599148519454,,
1768,,0.4210500121116638,7.4569501876831055
1773,,0.4909500181674957,7.324950218200684
1778,,0.6420000195503235,7.141050338745117
1783,0.3197460282819496,0.7330500483512878,6.934950351715088
1789,,0.7519500255584717,
1790,,,6.717000484466553
1794,,0.8160000443458557,6.51300048828125
1798,,0.8929500579833984,
1799,,,6.375000476837158
1806,0.2861413531281904,0.8790000677108765,6.256950378417969
1808,,0.8119500279426575,6.223950386047363
1809,,,
1813,,0.5910000205039978,6.208950519561768
1818,,0.3349500298500061,
1819,,,6.229050159454346
1823,0.19414710450441075,,
1824,,0.07395000010728836,6.243000507354736
1829,,-0.1789500117301941,6.21405029296875
1830,,,
1833,,-0.38700002431869507,
1834,,,6.133050441741943
1838,,-0.48795002698898315,
1839,,,5.998950481414795
1843,0.26220245641485945,,
1844,,-0.43995001912117004,5.82105016708374
1850,,-0.33705002069473267,5.565000057220459
1853,,-0.2740500271320343,
1854,,,5.512950420379639
1856,,,
1858,,-0.527999997138977,
1859,,,5.74500036239624
1867,,-0.7320000529289246,6.055950164794922
1868,0.4040882290926234,-0.8490000367164612,6.391050338745117
1873,,-0.9660000205039978,
1874,,,6.68595027923584
1878,,-1.078950047492981,6.87000036239624
1883,,-1.1509500741958618,
1884,0.43967803286057716,,7.023000240325928
1890,,-1.1959500312805176,7.114050388336182
1894,,-1.1599500179290771,7.191000461578369
1899,,-1.0600500106811523,7.225050449371338
1904,0.3550652949634972,-0.89205002784729,7.146000385284424
1905,,,
1909,,-0.6670500040054321,7.0159502029418945
1914,,-0.42795002460479736,6.826950550079346
1917,,,
1919,,-0.24300001561641693,6.600000381469727
1924,0.3375617615384982,-0.16005000472068787,6.39900016784668
1929,,-0.15495000779628754,6.279000282287598
1934,,-0.21900001168251038,6.252000331878662
1939,,-0.3130500018596649,6.307950496673584
1944,0.34303314065077717,-0.45600003004074097,6.379050254821777
1949,,-0.5689499974250793,6.439050197601318
1955,,-0.6720000505447388,6.469950199127197
1959,,-0.7800000309944153,6.516000270843506
1964,0.330743671709909,-0.8659500479698181,6.529950141906738
1969,,-0.8560500144958496,6.504000186920166
1974,,-0.8250000476837158,6.394050121307373
1977,,,
1981,,-0.7270500063896179,6.3100504875183105
1982,,,
1984,0.1853360031881008,-0.6529500484466553,6.21405029296875
1991,,-0.5790000557899475,6.175950527191162
1994,,-0.49995002150535583,
1995,,,6.243000507354736
1999,,-0.37005001306533813,6.300000190734863
2000,,,
2004,,-0.24105000495910645,6.352950096130371
2007,0.07786273446434351,,
2009,,-0.11400000751018524,
2010,,,6.358050346374512
2014,,0.031050002202391624,6.384000301361084
2019,,0.22005000710487366,6.375000476837158
2024,,0.3570000231266022,6.355050086975098
2026,0.1335721171303422,,
2033,,0.42600002884864807,6.32895040512085
2035,,0.4620000123977661,6.303000450134277
2038,,,
2039,,0.44505003094673157,6.2910003662109375
2040,,,
2044,,0.40905001759529114,
2045,0.224223269440298,,6.29295015335083
2049,,0.31800001859664917,6.319950103759766
2054,,0.21495001018047333,
2055,,,6.312000274658203
2060,,0.04500000178813934,6.31695032119751
2065,,-0.09495000541210175,6.307950496673584
2066,0.2470496097379797,,
2070,,-0.226950004696846,
2071,,,6.220950126647949
2075,,-0.35805001854896545,6.154050350189209
2079,,-0.42795002460479736,
2080,,,6.097050189971924
2085,0.20175166974682557,-0.4759500324726105,6.082050323486328
2091,,-0.5190000534057617,6.103950500488281
2095,,-0.5400000214576721,6.151950359344482
2100,,-0.5620500445365906,
2101,,,6.193050384521484
2103,,,
2104,,-0.5520000457763672,
2105,0.14543906130155532,,6.255000114440918
2110,,-0.5160000324249268,
2111,,,6.300000190734863
2115,,-0.4900500178337097,6.376950263977051
2119,,-0.4420500099658966,
2120,,,6.39900016784668
2125,0.06766098763526768,-0.4039500057697296,6.448950290679932
2130,,-0.3060000240802765,6.535050392150879
2136,,-0.1570500135421753,6.588000297546387
2139,,-0.034950003027915955,
2140,,,6.600000381469727
2145,0.059712946651476,0.06000000238418579,6.573000431060791
2150,,0.1770000010728836,6.568950176239014
2156,,0.19395001232624054,6.576000213623047
2160,,0.20805001258850098,
2161,,,6.5400004386901855
2166,0.06328680211306265,0.18405000865459442,6.504000186920166
2170,,0.1770000010728836,
2171,,,6.448950290679932
2175,,0.19095000624656677,
2176,,,6.424950122833252
2181,,0.18405000865459442,6.433950424194336
2186,0.03549569225766388,0.18195000290870667,6.472950458526611
2192,,0.14805001020431519,6.492000102996826
2195,,0.0880500078201294,
2196,,,6.5400004386901855
2200,,-0.006000000052154064,6.58305025100708
2201,,,
2205,0.10816148256150462,-0.13305000960826874,6.609000205993652
2206,,,
2213,,-0.19305001199245453,6.636000156402588
2215,,-0.22395001351833344,6.645000457763672
2220,,-0.26205000281333923,
2221,,,6.670950412750244
2226,,-0.33195000886917114,6.6910505294799805
2227,0.16321494088465485,,
2231,,-0.41805002093315125,6.727050304412842
2233,,,
2238,,-0.49500003457069397,6.784050464630127
2240,,-0.6019500494003296,6.832050323486328
2246,,-0.7099500298500061,6.909000396728516
2250,0.1680338533784043,,
2251,,-0.7579500079154968,6.991950511932373
2258,,-0.7680000066757202,7.069050312042236
2260,,-0.6649500131607056,
2261,,,7.099950313568115
2266,,-0.5230500102043152,
2267,,,7.086000442504883
2270,0.11402657740086716,,
2271,,-0.364950031042099,7.033050537109375
2277,,-0.25995001196861267,6.942000389099121
2278,,,
2279,,,
2281,,-0.17400000989437103,6.89400053024292
2286,,-0.16395001113414764,
2287,0.07702648205151585,,6.901050090789795
2292,,-0.16005000472068787,6.95205020904541
2297,,-0.15000000596046448,6.9559502601623535
2301,,-0.14505000412464142,6.966000556945801
2307,,-0.16905000805854797,6.990000247955322
2308,0.08084040778682901,,
2311,,-0.14505000412464142,7.011000156402588
2317,,-0.1189500093460083,7.023000240325928
2321,,-0.09195000678300858,
2322,,,7.030950546264648
2327,,-0.05700000375509262,7.021050453186035
2328,0.10677766971876797,,
2331,,-0.028050001710653305,7.04295015335083
2337,,-0.013050000183284283,
2338,,,7.062000274658203
2339,,,
2341,,0.019050000235438347,
2342,,,7.093050479888916
2347,,0.10305000841617584,7.1170501708984375
2348,0.09439306938007086,,
2351,,0.16005000472068787,7.135950565338135
2358,,0.22005000710487366,
2359,,,7.114050388336182
2361,,0.2989500164985657,
2362,,,7.105050563812256
2366,,0.33705002069473267,
2367,0.07311935933887381,,7.093050479888916
2371,,0.3060000240802765,7.078050136566162
2377,,0.2989500164985657,7.059000492095947
2381,,0.2460000067949295,7.05495023727417
2387,,0.18405000865459442,
2388,0.10294004782666044,,7.035000324249268
2391,,0.10005000233650208,6.9970502853393555
2397,,0.05295000225305557,6.946950435638428
2401,,-0.006000000052154064,
2402,,,6.925050258636475
2403,,,
2407,,-0.05400000140070915,
2408,0.12874332159508034,,6.886950492858887
2412,,-0.05205000191926956,
2413,,,6.865050315856934
2418,,-0.04200000315904617,6.877050399780273
2421,,-0.032999999821186066,
2422,,,6.898950099945068
2428,0.1378272351239578,-0.025050001218914986,6.931950092315674
2432,,0.0,6.943950176239014
2437,,0.040950000286102295,
2438,,,6.958950519561768
2441,,0.1080000028014183,
2442,,,6.901050090789795
2447,,0.20100000500679016,6.873000144958496
2448,0.17426765786059847,,
2452,,0.23205001652240753,6.832050323486328
2459,,0.2560500204563141,
2460,,,6.772050380706787
2462,,0.2970000207424164,6.753000259399414
2467,,0.3040500283241272,
2468,0.18425599840317228,,6.729000091552734
2472,,0.26295000314712524,6.6910505294799805
2478,,0.22500000894069672,
2479,,,6.676050186157227
2482,,0.12405000627040863,6.667050361633301
2487,,-0.006000000052154064,
2488,0.162192777068224,,6.676050186157227
2493,,-0.09000000357627869,6.6739501953125
2497,,-0.16395001113414764,
2498,,,6.676050186157227
2503,,-0.2530499994754791,6.670950412750244
2509,0.12869748637138917,-0.2959500253200531,6.6739501953125
2512,,-0.30300000309944153,6.66195011138916
2519,,-0.28905001282691956,6.6739501953125
2522,,-0.2740500271320343,
2523,,,6.68595027923584
2528,,-0.19500000774860382,
2529,0.11160395149368418,,6.700050354003906
2532,,-0.10395000129938126,6.688050270080566
2538,,-0.009000000543892384,6.681000232696533
2543,,0.12000000476837158,
2544,,,6.6499505043029785
2547,0.08055934586076992,,
2548,,0.23895001411437988,6.633000373840332
2552,,0.34005001187324524,6.59505033493042
2558,,0.40005001425743103,6.553950309753418
2562,,0.41895002126693726,
2563,,,6.51300048828125
2569,,0.3949500322341919,
2570,0.061756110351867115,,6.508950233459473
2572,,0.3330000042915344,
2573,,,6.532950401306152
2577,,0.25095000863075256,
2578,,,6.541950225830078
2583,,0.1870500147342682,6.5209503173828125
2587,,0.1360500007867813,
2588,,,6.50100040435791
2590,0.058881423009861815,,
2592,,0.08595000207424164,
2593,,,6.475050449371338
2598,,0.036000002175569534,6.430050373077393
2602,,0.021000001579523087,
2603,,,6.3670501708984375
2607,0.06392246400318857,0.036000002175569534,6.360000133514404
2612,,0.0,
2613,,,6.331050395965576
2617,,0.009000000543892384,
2618,,,6.288000106811523
2622,,0.06000000238418579,
2623,,,6.2910003662109375
2628,,0.12405000627040863,6.286050319671631
2629,0.08575000412314686,,
2633,,0.16305001080036163,6.295950412750244
2634,,,
2638,,0.21300001442432404,6.32895040512085
2643,,0.2370000183582306,6.352950096130371
2644,,,
2648,,0.2440500110387802,6.396000385284424
2649,,,
2652,,0.29205000400543213,
2653,,,6.445950508117676
2658,,0.3540000021457672,
2659,,,6.4609503746032715
2663,,0.4240500330924988,6.448950290679932
2669,,0.44805002212524414,6.424950122833252
2670,0.12100669592712195,,
2673,,0.41895002126693726,6.382050514221191
2679,,0.364050030708313,6.355050086975098
2683,,0.32805001735687256,6.363000392913818
2688,,0.2850000262260437,6.352950096130371
2690,0.12234623052681563,,
2694,,0.24900001287460327,6.375000476837158
2698,,0.23205001652240753,
2700,,,6.360000133514404
2703,,0.20295001566410065,6.355050086975098
2709,,0.18900001049041748,6.375000476837158
2712,0.08515694086424533,,
2713,,0.15105000138282776,6.358050346374512
2718,,0.14400000870227814,
2719,,,6.406050205230713
2723,,0.15105000138282776,6.444000244140625
2728,,0.19395001232624054,6.4609503746032715
2729,0.03506958730678238,,
2733,,0.20295001566410065,6.436950206756592
2734,,,
2741,,0.25095000863075256,6.409950256347656
2743,,0.28995001316070557,6.388950347900391
2748,,0.325950026512146,
2749,,,6.372000217437744
2750,0.020670515032809856,,
2753,,0.3829500079154968,6.406050205230713
2757,,,
2759,,0.4050000309944153,6.454050540924072
2763,,0.43995001912117004,6.472950458526611
2768,,0.48795002698898315,
2769,0.03846402817335378,,6.487050533294678
2773,,0.5460000038146973,6.475050449371338
2774,,,
2780,,0.6340500116348267,
2781,,,6.484950542449951
2784,,0.703950047492981,6.468000411987305
2788,,0.7639500498771667,
2789,,,6.454050540924072
2790,0.06029166764862606,,
2796,,0.8070000410079956,6.448950290679932
2801,,0.8449500203132629,
2803,,0.8350500464439392,6.420000076293945
2804,,,6.41295051574707
2809,,0.8520000576972961,
2810,0.0667642312845128,,6.430050373077393
2813,,0.8380500674247742,
2814,,,6.4270501136779785
2816,,,
2818,,0.8209500312805176,
2819,,,6.4609503746032715
2824,,0.7780500650405884,6.492000102996826
2829,,0.7300500273704529,6.50100040435791
2831,0.05736459710414406,,
2834,,0.7090500593185425,6.549000263214111
2839,,0.6970500349998474,6.573000431060791
2844,,0.6490500569343567,6.600000381469727
2849,,0.6460500359535217,6.625950336456299
2850,0.059546860784470385,,
2854,,0.6700500249862671,6.636000156402588
2860,,0.675000011920929,6.6910505294799805
2864,,0.6649500131607056,6.724050521850586
2870,0.07600470073335878,0.6150000095367432,6.777000427246094
2874,,0.5770500302314758,6.805950164794922
2876,,,
2879,,0.5719500184059143,6.77400016784668
2884,,0.5580000281333923,6.742950439453125
2889,,0.5359500050544739,
2890,0.07913502821191555,,6.712050437927246
2894,,0.5220000147819519,
2895,,,
2896,,,6.700050354003906
2899,,0.48600003123283386,
2900,,,6.6739501953125
2905,,0.4620000123977661,6.69795036315918
2910,,0.4069500267505646,6.724050521850586
2911,0.06366684343783027,,
2914,,0.3540000021457672,6.730950355529785
2922,,0.31800001859664917,6.765000343322754
2924,,0.3469500243663788,6.748050212860107
2929,,0.36900001764297485,6.727050304412842
2930,0.03685803216723363,,
2934,,0.4069500267505646,6.700050354003906
2935,,,
2937,,,
2940,,0.44805002212524414,6.643050193786621
2946,,0.4740000367164612,6.588000297546387
2950,,0.5269500017166138,
2951,0.053903343460949105,,6.59505033493042
2954,,0.6030000448226929,
2955,,,6.592050075531006
2959,,0.673050045967102,
